"X.U.FEFF.Equipment";"Serialnummer";"TypBez";"BauJ";"Bestelldaten";"SBNR";"Auftrag";"Vertrag";"BewArt";"Meßwert";"Name.1";"Ort";"KDW";"VkOrg";"KM";"technischer.Hinweis";"interne.Bemerkung";"Meßwert..2.";"SendStelle";"SCd";"Gabeln.ink";"Batt.Ladeg";"Reifen.ink";"Anbaug";"Ident.Nr";"Schadenart";"Baugruppe";"Materialkurztext";"Z.Wechsel";"Beginn";"Ende";"Garantie.ab";"Garantie.bis";"Column.34";"Column.35";"Column.36";"Column.37";"Column.38";"Lohn.Koste";"Mat..Koste";"AnschDat";"Währg";"TechnAb";"SourceFile";"Source";"Filtered.to.at.17.13.49"
"4032770";"516215C00630";"RX 20-20";"2012";NA;9021832747;"6009198617";"10083534";"617";NA;"ABC Umformtechnik";"Gevelsberg";"942183";"0090";"32";"Handbremse lässt sich nicht mehr lösen, Fehlersuche, Handbremsenbetätigung defekt";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4032770";"516215C00630";"RX 20-20";"2012";NA;9021833129;"6009666836";NA;"617";NA;"ABC Umformtechnik";"Gevelsberg";"942183";"0090";"58";"Hupe ohne Funktion, Fehlersuche. Hupe defekt. E-   Teil bestellt. Hupe erneuert.";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4032770";"516215C00630";"RX 20-20";"2012";NA;9021833196;"6009672667";"10083534";"617";NA;"ABC Umformtechnik";"Gevelsberg";"942183";"0090";"0";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"09/10/2014";"09/10/2014";"17/07/2012";"17/07/2013";"0";NA;NA;NA;NA;"0";"21.69";NA;"EUR";"15/10/2014";"Ansgar_2.xlsx";NA;"Untagged"
"4032770";"516215C00630";"RX 20-20";"2012";NA;9014766320;"6009675730";"10083534";"617";NA;"ABC Umformtechnik";"Gevelsberg";"941476";"0090";"15";"Anbaugerät Halter Umschaltventil gelöst, Halter instandgestzt und verstärkt.E-Teilbestellung,Sitzkissen erneuert,Wischermotor keine   Funktion , Fehlersuche,Steckkontakt instandgestzt.";NA;NA;NA;NA;NA;NA;NA;NA;NA;"Sonstiges / offen";"Repariert Sonstige";"SITZKISSEN'MSG65 KL OHNE HEIZUNG";NA;"18/09/2014";"18/09/2014";"17/07/2012";NA;"0.5";NA;NA;NA;NA;"298.3";"71.28";NA;"EUR";"23/09/2014";"Ansgar_2.xlsx";NA;"Untagged"
"4032770";"516215C00630";"RX 20-20";"2012";NA;9021833151;"6009700956";NA;"617";NA;"ABC Umformtechnik";"Gevelsberg";"942183";"0090";"32";"Das Fahrzeug hat Aussetzer beim fahren und ruckelt sporadisch. Fehlersuche. ";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4032770";"516215C00630";"RX 20-20";"2012";NA;9014766441;"6009876109";"10083534";"617";NA;"ABC Umformtechnik";"Gevelsberg";"941476";"0090";"0";"HD Anschluß Gabelträger undicht,instandgesetzt,Ölrückstände beseitigt";NA;NA;NA;NA;NA;NA;NA;NA;NA;"Sonstiges / offen";"Repariert Sonstige";"Schlauchleitung 'WVB, Zusatzhydr.";NA;"05/11/2014";"05/11/2014";"17/07/2012";NA;"0";NA;NA;NA;NA;"106.53";"4.49";NA;"EUR";"08/11/2014";"Ansgar_2.xlsx";NA;"Untagged"
"4032770";"516215C00630";"RX 20-20";"2012";NA;9021833481;"6010122651";"10083534";"617";NA;"ABC Umformtechnik";"Gevelsberg";"942183";"0090";"32";"Sitz lässt sich nicht verstellen, Arretierhebel am Sitz abgrbrochen, ";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4032770";"516215C00630";"RX 20-20";"2012";NA;9014766587;"6010142046";"10083534";"617";NA;"ABC Umformtechnik";"Gevelsberg";"941476";"0090";"0";"Räder kpl erneuert.";NA;NA;NA;NA;NA;NA;NA;NA;NA;"Sonstiges / offen";"Repariert Sonstige";"BEREIFUNG";NA;"28/01/2015";"28/01/2015";"17/07/2012";NA;"0";NA;NA;NA;NA;"71.01";"702";NA;"EUR";"20/02/2015";"Ansgar_2.xlsx";NA;"Untagged"
"4032770";"516215C00630";"RX 20-20";"2012";"4500213324 POS 1 / 1 STCK";9014766599;"6010178155";"10083534";"510";NA;"ABC Umformtechnik";"Gevelsberg";"941476";"0090";"0";"Maschinenbruchschaden!!! Angebots Nr.88125258. E-   Teillieferung Felge.";"Gewaltschaden";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"29/01/2015";"29/01/2015";"17/07/2012";NA;"0";NA;NA;NA;NA;"0";"88.44";NA;"EUR";"05/02/2015";"Ansgar_2.xlsx";NA;"Untagged"
"4032770";"516215C00630";"RX 20-20";"2012";NA;9014766595;"6010189914";"10083534";"617";NA;"ABC Umformtechnik";"Gevelsberg";"941476";"0090";"11";"Ladegerätfunktion überprüft,E-Teilbestellung,E-Teil bei Spax geholt,Ladegerätsteckdose Batterie erneuert";NA;NA;NA;NA;NA;NA;NA;NA;NA;"Sonstiges / offen";"Repariert Sonstige";"Batteriesteckdose 'LV160-50";NA;"29/01/2015";"02/02/2015";"17/07/2012";NA;"0.5";NA;NA;NA;NA;"209.28";"79.2";NA;"EUR";"05/02/2015";"Ansgar_2.xlsx";NA;"Untagged"
"4032770";"516215C00630";"RX 20-20";"2012";NA;9021833580;"6010272289";"10083534";"617";NA;"ABC Umformtechnik";"Gevelsberg";"942183";"0090";"0";"Ladegerätprüfung nach BGV A3 durchgeführt";NA;NA;NA;NA;NA;NA;NA;NA;NA;"Sonstiges / offen";"Gesäubert";"Ladegerät";NA;"18/02/2015";"18/02/2015";"17/07/2012";NA;"0";NA;NA;NA;NA;"42.6";"0";NA;"EUR";"26/02/2015";"Ansgar_2.xlsx";NA;"Untagged"
"4032770";"516215C00630";"RX 20-20";"2012";NA;9014766669;"6010303105";"10083534";"617";NA;"ABC Umformtechnik";"Gevelsberg";"941476";"0090";"23";"Signalschalter sporadischer Kontaktfehler,E-Teilbestellung,";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4032770";"516215C00630";"RX 20-20";"2012";NA;9014766713;"6010305489";"10083534";"617";NA;"ABC Umformtechnik";"Gevelsberg";"941476";"0090";"0";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"20/03/2015";"20/03/2015";"17/07/2012";"17/07/2013";"0";NA;NA;NA;NA;"0";"24.46";NA;"EUR";"24/03/2015";"Ansgar_2.xlsx";NA;"Untagged"
"4032770";"516215C00630";"RX 20-20";"2012";NA;9014766714;"6010372358";"10083534";"617";NA;"ABC Umformtechnik";"Gevelsberg";"941476";"0090";"12";"Signalhorn zu gering Leistung, ausgetauscht, für   Reparatur Fahrmotorberkabelung FM1   de/montiert nach 82 Betr.Std defekt.";NA;NA;NA;NA;NA;NA;NA;NA;NA;"Sonstiges / offen";"Repariert Sonstige";"SIGNALHORN";NA;"20/03/2015";"20/03/2015";"17/07/2012";NA;"0.4";NA;NA;NA;NA;"121.68";"21.91";NA;"EUR";"02/04/2015";"Ansgar_2.xlsx";NA;"Untagged"
"4032770";"516215C00630";"RX 20-20";"2012";NA;9014766805;"6010598958";"10083534";"617";NA;"ABC Umformtechnik";"Gevelsberg";"941476";"0090";"12";"Fehler Bremsgeberfehler,Bremsgeber erneuert und justiert,E-Teile bestellt";NA;NA;NA;NA;NA;NA;NA;NA;NA;"Sonstiges / offen";"Repariert Sonstige";"GEBER";NA;"20/05/2015";"20/05/2015";"17/07/2012";NA;"0.4";NA;NA;NA;NA;"158.47";"99.86";NA;"EUR";"23/05/2015";"Ansgar_2.xlsx";NA;"Untagged"
"4032770";"516215C00630";"RX 20-20";"2012";NA;9021833869;"6010630678";"10083534";"617";NA;"ABC Umformtechnik";"Gevelsberg";"942183";"0090";"0";"Schocksensolr löst zu früh aus, Fehlersuche.   Schocksensor neu eingestellt.";NA;NA;NA;NA;NA;NA;NA;NA;NA;"Sonstiges / offen";"Eingestellt";"BESCHLEUNIGUNGSSENSOR";NA;"22/05/2015";"22/05/2015";"17/07/2012";NA;"0";NA;NA;NA;NA;"44.16";"0";NA;"EUR";"29/05/2015";"Ansgar_2.xlsx";NA;"Untagged"
"4032770";"516215C00630";"RX 20-20";"2012";"4500263191";9021833975;"6010707554";"10083534";"510";NA;"ABC Umformtechnik";"Gevelsberg";"942183";"0090";"12";"Schlaucheitungen im Anbauberät sind  defekt.   Schadensaufnahme. Maschinenbruchschaden,   Schlauchleitungen durch äußere Einflüsse";"Schlaucheitungen im Anbauberät durch äußere   Einflüsse beschädigt.";NA;NA;NA;NA;NA;NA;NA;NA;"Gewaltschaden";"Ersetzt";"Schlauchleitung";NA;"18/06/2015";"18/06/2015";"17/07/2012";NA;"0.3";NA;NA;NA;NA;"180.55";"23.55";NA;"EUR";"18/08/2015";"Ansgar_2.xlsx";NA;"Untagged"
"4032770";"516215C00630";"RX 20-20";"2012";NA;9001307333;"6010747816";"10083534";"617";NA;"ABC Umformtechnik";"Gevelsberg";"940130";"0090";"0";"Teile zu Bericht 009001307322";"Gehört zu 6010753544 / 9001307322, ist aber schon   auf 617 abgerechnet";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"29/06/2015";"29/06/2015";"17/07/2012";"17/07/2013";"0";NA;NA;NA;NA;"0";"48.24";NA;"EUR";"04/07/2015";"Ansgar_2.xlsx";NA;"Untagged"
"4032770";"516215C00630";"RX 20-20";"2012";NA;9001307322;"6010753544";"10083534";"617";NA;"ABC Umformtechnik";"Gevelsberg";"940130";"0090";"64";"Hebel Sitzverstellung gebrochen - Sitz in Absprache mit Full Service bteilung erneuert";NA;NA;NA;NA;NA;NA;NA;NA;NA;"Materialfehler";"Ersetzt";"Zukaufteil";NA;"29/06/2015";"01/07/2015";"17/07/2012";NA;"1.3";NA;NA;NA;NA;"369.27";"223.36";NA;"EUR";"04/07/2015";"Ansgar_2.xlsx";NA;"Untagged"
"4032770";"516215C00630";"RX 20-20";"2012";NA;9001307342;"6010776657";"10083534";"617";NA;"ABC Umformtechnik";"Gevelsberg";"940130";"0090";"64";"Prüfen der Schadensbücher an beiden Standorten auf vorhandene Fahrzeug-Defekte";NA;NA;NA;NA;NA;NA;NA;NA;NA;"Sonstiges / offen";"Fehlersuche";"Zukaufteil";NA;"02/07/2015";"03/07/2015";"17/07/2012";NA;"1.2";NA;NA;NA;NA;"236.79";"0";NA;"EUR";"04/07/2015";"Ansgar_2.xlsx";NA;"Untagged"
"4032770";"516215C00630";"RX 20-20";"2012";"4500264037";9014766868;"6010881024";"10083534";"625";NA;"ABC Umformtechnik";"Gevelsberg";"941476";"0090";"33";"Maschinenbruchschaden!!!!   Schadensaufnahme,Schläuche und Halter   Umschaltventil am Anbaugerät durch äußere";"Lieferantenrg. fehlt. JB   11.08.2015/14.08.2015/18.08.2015/21.08.2015";NA;NA;NA;NA;NA;NA;NA;NA;"Gewaltschaden";"Repariert Sonstige";"Dummy Zukaufteil DE 67";NA;"03/08/2015";"03/08/2015";"17/07/2012";NA;"1";NA;NA;NA;NA;"487.31";"132.64";NA;"EUR";"25/08/2015";"Ansgar_2.xlsx";NA;"Untagged"
"4032770";"516215C00630";"RX 20-20";"2012";NA;9014766981;"6011046449";"10083534";"617";NA;"ABC Umformtechnik";"Gevelsberg";"941476";"0090";"12";"Durchführung der turnusmäßigen Wartungsarbeiten und der jährlichen UVV-Prüfung,Batteriewartung";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4032770";"516215C00630";"RX 20-20";"2012";NA;9021834259;"6011072849";"10083534";"617";NA;"ABC Umformtechnik";"Gevelsberg";"942183";"0090";"0";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"25/09/2015";"25/09/2015";"17/07/2012";"17/07/2013";"0";NA;NA;NA;NA;"0";"19.29";NA;"EUR";"26/09/2015";"Ansgar_2.xlsx";NA;"Untagged"
"4032770";"516215C00630";"RX 20-20";"2012";NA;301218300097;"6011512921";"10083534";"617";NA;"ABC Umformtechnik";"Gevelsberg";"942183";"0090";"0";"Handbremse des Fahrzeugs lässt sich nicht lösen. Fehlersuche. Zugstange gebrochen. ";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4032770";"516215C00630";"RX 20-20";"2012";NA;301147600207;"6011717945";"10083534";"617";NA;"ABC Umformtechnik";"Gevelsberg";"941476";"0090";"12";"Batterie überprüft";NA;NA;NA;NA;NA;NA;NA;NA;NA;"Sonstiges / offen";"Repariert Sonstige";"BATTERIE";NA;"04/03/2016";"04/03/2016";"17/07/2012";NA;"0.4";NA;NA;NA;NA;"140.54";"0";NA;"EUR";"09/03/2016";"Ansgar_2.xlsx";NA;"Untagged"
"4032770";"516215C00630";"RX 20-20";"2012";NA;301147600293;"6011735750";"10083534";"617";NA;"ABC Umformtechnik";"Gevelsberg";"941476";"0090";"0";"Batterie nochmals überprüft,   Batteriezellenbestellung, Batteriewasser aus Trog   abgesaugt und entsorgt";"Hallo Jasmin, Batterie mit drin? Pu";NA;NA;NA;NA;NA;NA;NA;NA;"Sonstiges / offen";"Repariert Sonstige";"BATTERIE";NA;"12/04/2016";"12/04/2016";"17/07/2012";NA;"0";NA;NA;NA;NA;"152.22";"141.99";NA;"EUR";"21/06/2016";"Ansgar_2.xlsx";NA;"Untagged"
"4032770";"516215C00630";"RX 20-20";"2012";NA;301147600250;"6011770022";"10083534";"617";NA;"ABC Umformtechnik";"Gevelsberg";"941476";"0090";"0";"Fehler Bremsgeber,Fahrgeber,defekten Teile ern. Geber Kalibrierung durchgeführt,E-Teilbestellung";NA;NA;NA;NA;NA;NA;NA;NA;NA;"Sonstiges / offen";"Repariert Sonstige";"Potentiometer Zsb '1KAN 50MM LTG 3POL MA";NA;"22/03/2016";"22/03/2016";"17/07/2012";NA;"0";NA;NA;NA;NA;"0";"0";NA;NA;"25/03/2016";"Ansgar_2.xlsx";NA;"Untagged"
"4032770";"516215C00630";"RX 20-20";"2012";NA;301147600250;"6011770022";"10083534";"617";NA;"ABC Umformtechnik";"Gevelsberg";"941476";"0090";"0";"Fehler Bremsgeber,Fahrgeber,defekten Teile ern. Geber Kalibrierung durchgeführt,E-Teilbestellung";NA;NA;NA;NA;NA;NA;NA;NA;NA;"Sonstiges / offen";"Repariert Sonstige";"Fahrgeber Zsb";NA;"22/03/2016";"22/03/2016";"17/07/2012";NA;"0";NA;NA;NA;NA;"114.16";"132.11";NA;"EUR";"25/03/2016";"Ansgar_2.xlsx";NA;"Untagged"
"4032770";"516215C00630";"RX 20-20";"2012";NA;301147600335;"6011878159";"10083534";"617";NA;"ABC Umformtechnik";"Gevelsberg";"941476";"0090";"0";"Fzg aus dem Betrieb in die Werkstatt geholt, diverse Batteriezellen   getauscht ,Zelle 1 und 3";NA;NA;NA;NA;NA;NA;NA;NA;NA;"Sonstiges / offen";"Repariert Sonstige";"BATTERIE";NA;"29/04/2016";"29/04/2016";"17/07/2012";NA;"0";NA;NA;NA;NA;"91.33";"333.12";NA;"EUR";"05/05/2016";"Ansgar_2.xlsx";NA;"Untagged"
"4032770";"516215C00630";"RX 20-20";"2012";NA;301147600420;"6012109496";"10083534";"617";NA;"ABC Umformtechnik";"Gevelsberg";"941476";"0090";"0";"diverse Batteriestopfen erneuert";NA;NA;NA;NA;NA;NA;NA;NA;NA;"Sonstiges / offen";"Repariert Sonstige";"STOPFEN'AQUAMATIC-STOPFEN 61MM LG.";NA;"16/06/2016";"16/06/2016";"17/07/2012";NA;"0";NA;NA;NA;NA;"114.16";"0";NA;"EUR";"18/06/2016";"Ansgar_2.xlsx";NA;"Untagged"
"4032770";"516215C00630";"RX 20-20";"2012";NA;301218300681;"6012288229";"10083534";"617";NA;"ABC Umformtechnik";"Gevelsberg";"942183";"0090";"32";"Der Batterietrog steht mit Wasser voll. Batterie aus dem Fahrzeug ausgebaut, Wasser abgesaubt. Schwimmer und Leitungen   kontrolliert. Eine Leitung war undicht. Leitung gekürzt und neu befestigt.";NA;NA;NA;NA;NA;NA;NA;NA;NA;"Sonstiges / offen";"Befestigt";"BATTERIE";NA;"02/08/2016";"02/08/2016";"17/07/2012";NA;"0.6";NA;NA;NA;NA;"143.92";"0";NA;"EUR";"05/08/2016";"Ansgar_2.xlsx";NA;"Untagged"
"4032770";"516215C00630";"RX 20-20";"2012";NA;301147600488;"6012319279";"10083534";"617";NA;"ABC Umformtechnik";"Gevelsberg";"941476";"0090";"0";"Fahrfunktion überprüft,E-Teilbestellung";NA;NA;NA;NA;NA;NA;NA;NA;NA;"Sonstiges / offen";"Repariert Sonstige";"AT Rad 140/55-9  Conti  SC20 L530959";NA;"12/08/2016";"12/08/2016";"17/07/2012";NA;"0";NA;NA;NA;NA;"76.11";"0";NA;"EUR";"16/08/2016";"Ansgar_2.xlsx";NA;"Untagged"
"4032770";"516215C00630";"RX 20-20";"2012";NA;301147600513;"6012320074";"10083534";"617";NA;"ABC Umformtechnik";"Gevelsberg";"941476";"0090";"0";"Räder hinten verschliessen , Fzg zum Räderwechsel   bereitgestellt";NA;NA;NA;NA;NA;NA;NA;NA;NA;"Sonstiges / offen";"Repariert Sonstige";"Vollreifen '140/55-9-SC15";NA;"24/08/2016";"24/08/2016";"17/07/2012";NA;"0";NA;NA;NA;NA;"38.05";"315";NA;"EUR";"01/09/2016";"Ansgar_2.xlsx";NA;"Untagged"
"4032770";"516215C00630";"RX 20-20";"2012";"4500368489";301147600518;"6012366043";"10083534";"510";NA;"ABC Umformtechnik";"Gevelsberg";"941476";"0090";"0";"^Maschinenbruchschaden !!! Angebots Nr.89500558   ";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4032770";"516215C00630";"RX 20-20";"2012";NA;301147600583;"6012615495";"10083534";"617";NA;"ABC Umformtechnik";"Gevelsberg";"941476";"0090";"0";"Durchführung der turnusmäßigen Wartungsarbeiten und der jährlichen FEM-Prüfung,Fahrgeber,Bodenmatte mit Signalschalter,Signalhorn   ern.,Batteriewartung durchgeführt,Batteriekabel ern.,Steckerkontakte verschliessen,E-Teilbestellung,Anschraubgabelzinken r";NA;NA;NA;NA;NA;NA;NA;NA;NA;"Sonstiges / offen";"Repariert Sonstige";"Batteriekabelsatz Zsb 'LV160 48V";NA;"25/10/2016";"26/10/2016";"17/07/2012";NA;"0";NA;NA;NA;NA;"0";"0";NA;NA;"29/10/2016";"Ansgar_2.xlsx";NA;"Untagged"
"4032770";"516215C00630";"RX 20-20";"2012";NA;301147600583;"6012615495";"10083534";"617";NA;"ABC Umformtechnik";"Gevelsberg";"941476";"0090";"11";"Durchführung der turnusmäßigen Wartungsarbeiten und der jährlichen FEM-Prüfung,Fahrgeber,Bodenmatte mit Signalschalter,Signalhorn   ern.,Batteriewartung durchgeführt,Batteriekabel ern.,Steckerkontakte verschliessen,E-Teilbestellung,Anschraubgabelzinken r";NA;NA;NA;NA;NA;NA;NA;NA;NA;"Sonstiges / offen";"Repariert Sonstige";"Bodenmatte";NA;"25/10/2016";"26/10/2016";"17/07/2012";NA;"0.3";NA;NA;NA;NA;"0";"0";NA;NA;"29/10/2016";"Ansgar_2.xlsx";NA;"Untagged"
"4032770";"516215C00630";"RX 20-20";"2012";NA;301147600583;"6012615495";"10083534";"617";NA;"ABC Umformtechnik";"Gevelsberg";"941476";"0090";"0";"Durchführung der turnusmäßigen Wartungsarbeiten und der jährlichen FEM-Prüfung,Fahrgeber,Bodenmatte mit Signalschalter,Signalhorn   ern.,Batteriewartung durchgeführt,Batteriekabel ern.,Steckerkontakte verschliessen,E-Teilbestellung,Anschraubgabelzinken r";NA;NA;NA;NA;NA;NA;NA;NA;NA;"Sonstiges / offen";"Repariert Sonstige";"Fahrgeber Zsb";NA;"25/10/2016";"26/10/2016";"17/07/2012";NA;"0";NA;NA;NA;NA;"702.82";"1.25";NA;"EUR";"29/10/2016";"Ansgar_2.xlsx";NA;"Untagged"
"4032770";"516215C00630";"RX 20-20";"2012";"4500386339";301147600612;"6012648018";"10083534";"510";NA;"ABC Umformtechnik";"Gevelsberg";"941476";"0090";"0";"Maschinenbruchschaden !!! Angebots Nr.89659947";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4032770";"516215C00630";"RX 20-20";"2012";"4500386339";301147600585;"6012648028";"10083534";"510";NA;"ABC Umformtechnik";"Gevelsberg";"941476";"0090";"0";"Masschinenbruchschaden !!! Angebots Nr. 89659966   Schadensaufnahme,diverse Abdeckungen   Fahrerplatz durch äußerer Einwirkung";"GW";NA;NA;NA;NA;NA;NA;NA;NA;"Gewaltschaden";"Repariert Sonstige";"DECKEL'190864";NA;"25/10/2016";"09/11/2016";"17/07/2012";NA;"0";NA;NA;NA;NA;"0";"0";NA;NA;"15/11/2016";"Ansgar_2.xlsx";NA;"Untagged"
"4032770";"516215C00630";"RX 20-20";"2012";"4500386339";301147600585;"6012648028";"10083534";"510";NA;"ABC Umformtechnik";"Gevelsberg";"941476";"0090";"0";"Masschinenbruchschaden !!! Angebots Nr. 89659966   Schadensaufnahme,diverse Abdeckungen   Fahrerplatz durch äußerer Einwirkung";"GW";NA;NA;NA;NA;NA;NA;NA;NA;"Gewaltschaden";"Repariert Sonstige";"Deckel";NA;"25/10/2016";"09/11/2016";"17/07/2012";NA;"0";NA;NA;NA;NA;"0";"0";NA;NA;"15/11/2016";"Ansgar_2.xlsx";NA;"Untagged"
"4032770";"516215C00630";"RX 20-20";"2012";"4500386339";301147600585;"6012648028";"10083534";"510";NA;"ABC Umformtechnik";"Gevelsberg";"941476";"0090";"0";"Masschinenbruchschaden !!! Angebots Nr. 89659966   Schadensaufnahme,diverse Abdeckungen   Fahrerplatz durch äußerer Einwirkung";"GW";NA;NA;NA;NA;NA;NA;NA;NA;"Gewaltschaden";"Repariert Sonstige";"Verkleidung Zsb";NA;"25/10/2016";"09/11/2016";"17/07/2012";NA;"0";NA;NA;NA;NA;"0";"0";NA;NA;"15/11/2016";"Ansgar_2.xlsx";NA;"Untagged"
"4032770";"516215C00630";"RX 20-20";"2012";"4500386339";301147600585;"6012648028";"10083534";"510";NA;"ABC Umformtechnik";"Gevelsberg";"941476";"0090";"0";"Masschinenbruchschaden !!! Angebots Nr. 89659966   Schadensaufnahme,diverse Abdeckungen   Fahrerplatz durch äußerer Einwirkung";"GW";NA;NA;NA;NA;NA;NA;NA;NA;"Gewaltschaden";"Repariert Sonstige";"Heckverkleidung";NA;"25/10/2016";"09/11/2016";"17/07/2012";NA;"0";NA;NA;NA;NA;"0";"0";NA;NA;"15/11/2016";"Ansgar_2.xlsx";NA;"Untagged"
"4032770";"516215C00630";"RX 20-20";"2012";"4500386339";301147600585;"6012648028";"10083534";"510";NA;"ABC Umformtechnik";"Gevelsberg";"941476";"0090";"0";"Masschinenbruchschaden !!! Angebots Nr. 89659966   Schadensaufnahme,diverse Abdeckungen   Fahrerplatz durch äußerer Einwirkung";"GW";NA;NA;NA;NA;NA;NA;NA;NA;"Gewaltschaden";"Repariert Sonstige";"Heckverkleidung";NA;"25/10/2016";"09/11/2016";"17/07/2012";NA;"0";NA;NA;NA;NA;"0";"0";NA;NA;"15/11/2016";"Ansgar_2.xlsx";NA;"Untagged"
"4032770";"516215C00630";"RX 20-20";"2012";"4500386339";301147600585;"6012648028";"10083534";"510";NA;"ABC Umformtechnik";"Gevelsberg";"941476";"0090";"0";"Masschinenbruchschaden !!! Angebots Nr. 89659966   Schadensaufnahme,diverse Abdeckungen   Fahrerplatz durch äußerer Einwirkung";"GW";NA;NA;NA;NA;NA;NA;NA;NA;"Gewaltschaden";"Repariert Sonstige";"Verkleidung";NA;"25/10/2016";"09/11/2016";"17/07/2012";NA;"0";NA;NA;NA;NA;"0";"0";NA;NA;"15/11/2016";"Ansgar_2.xlsx";NA;"Untagged"
"4032770";"516215C00630";"RX 20-20";"2012";"4500386339";301147600585;"6012648028";"10083534";"510";NA;"ABC Umformtechnik";"Gevelsberg";"941476";"0090";"0";"Masschinenbruchschaden !!! Angebots Nr. 89659966   Schadensaufnahme,diverse Abdeckungen   Fahrerplatz durch äußerer Einwirkung";"GW";NA;NA;NA;NA;NA;NA;NA;NA;"Gewaltschaden";"Repariert Sonstige";"DECKEL";NA;"25/10/2016";"09/11/2016";"17/07/2012";NA;"0";NA;NA;NA;NA;"167.44";"95.77";NA;"EUR";"15/11/2016";"Ansgar_2.xlsx";NA;"Untagged"
"4260381";"516215C01274";"RX 20-20";"2013";NA;13019212914;"6007527313";"12102203";"661";NA;"Cooper Standard GmbH";"Lindau";"941921";"0130";"25";"TBM Indoor-, Outdoorsensor von alten Stapler   umgebaut. Sensor parametriert.";"Interne Abrechnung, Neufahrzeug";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"07/02/2013";"14/02/2013";"29/01/2013";"29/01/2014";"0.5";NA;NA;NA;NA;"849.61";"429.64";NA;"EUR";"13/03/2013";"Ansgar_2.xlsx";NA;"Untagged"
"4260381";"516215C01274";"RX 20-20";"2013";NA;13000735620;"6007666228";NA;"701";NA;"Cooper Standard GmbH";"Lindau";"940073";"0130";"0";"Kunde beanstandet Fehler Feststellbremse wird   angezeigt, FC auslesen, diverse Fc vorhanden,   Seil einstellen und kalibrieren";"Bemerkung wurde automatisch erzeugt.";NA;NA;NA;NA;NA;NA;NA;NA;"Fertigungs- / Montagefehler";"Eingestellt";"Feststellbremse Zsb 'ELF RX20/60";NA;"12/03/2013";"12/03/2013";"29/01/2013";"29/01/2014";"0";NA;NA;NA;NA;"88.9";"0";NA;"EUR";"16/03/2013";"Ansgar_2.xlsx";NA;"Untagged"
"4260381";"516215C01274";"RX 20-20";"2013";NA;13019212963;"6007686899";NA;"701";NA;"Cooper Standard GmbH";"Lindau";"941921";"0130";"25";"Hydraulikanschlüsse an Telegabel undicht,   Verschraubung lose. Verschraubungen nachgezogen.   Hydraulikstopfen an Telegabel waren";"Bemerkung wurde automatisch erzeugt.";NA;NA;NA;NA;NA;NA;NA;NA;"Fertigungs- / Montagefehler";"Gesäubert";"GABEL";NA;"11/03/2013";"11/03/2013";"29/01/2013";"29/01/2014";"0.5";NA;NA;NA;NA;"213.72";"1.15";NA;"EUR";"22/03/2013";"Ansgar_2.xlsx";NA;"Untagged"
